id,title,description,custom,intervention_cluster_id,tier_id,time_length_id,time_length_num,frequency_id,frequency_multiplier,user_id,school_id,disabled,position,created_at,updated_at,deleted_at,copied_at,copied_from
6450,Include in Student Support and Intervention group ,"Include student in small group sessions with student services staff member focusing on strategies that address the root cause(s) of the student's absences--peer relationships, social skills, mental health, or problem solving barriers to good attendance..",0,1495,781074650,782065165,8,680074761,1,,,0,3,2008-02-23 03:59:03,2008-06-26 04:37:07,,,
6456,Attendance contract ,Use an attendance contract that specifies the behaviors or actions expected of the student and the adult's actions (positive or negative reinforcers) that will occur in response to the student.,0,1495,781074650,782065165,4,680074761,1,,,0,4,2008-02-23 03:59:03,2008-06-26 04:37:07,,,
6458,Monitor progress and provide feedback ,"Provide information to the student's family on a regular basis about progress at school and inquire about behavior issues at home.  This includes familiar strategies like daily notebooks, daily notes home, happygrams, frequent e-mail and telephone conversation, etc.",0,1474,781074649,782065165,4,680074761,1,,,0,1,2007-08-14 18:36:40,2008-09-09 21:50:09,,,
6460,Pre-Correct Problem Behavior,"Remind and practice desired behavior before the student must use the behavior in the classroom.  Use a strong positive reinforcer at the first opportunity.  

In tier 1, pre-correcting may include reviewing the daily schedule and forshadowing significant events and expectations with the whole class at the beginning of the school day.  Provide feedback to students after completing each segment of the schedule.",0,1475,781074649,785548667,1,529071850,1,,,0,1,2007-08-14 18:36:40,2008-09-03 15:00:53,,,
6461,Use Positive Consequences to Increase Behaviors,"Deliver positive consequences consistently and as immediately as possible at a high rate, emphasizing social reinforcers. (For example, use classroom strategies like frequent, consistent and specific social encouragement; in class or in school reward systems;  privileges and/or responsibilities; private encouragement; consumable reinforcement; tangible reinforcement;etc.)",0,1475,781074649,785548667,1,529071850,1,,,0,2,2007-08-14 18:36:40,2008-09-03 16:02:59,,,
6465,Facilitate student's fix it plan,"Use a ""fix it"" or restorative plan to help students take responsibility for actions, think about alternatives, and restore community.  ",0,1475,781074649,785548667,1,529071850,1,,,0,3,2007-08-14 18:36:41,2008-09-03 16:03:19,,,
6459,Physical Proximity,Move near a student who is showing initial  signs of inappropriate behavior as a non-verbal cue.,0,1476,781074649,782065165,2,529071850,1,,,0,1,2007-08-14 18:36:40,2008-06-26 04:37:05,,,
6462,Provide Quiet Work Area,"Create a work area with reduced noise and activity level (e.g., study carrel).  ",0,1477,781074649,782065165,2,529071850,1,,,0,1,2007-08-14 18:36:41,2008-09-08 00:14:13,,,
6463,Provide Alternative Seating Options,Provide alternative seating devices like sit and move cushions or ball chairs to allow some movement but keep students at their desks.  ,0,1477,781074649,782065165,2,529071850,1,,,0,2,2007-08-14 18:36:41,2008-09-04 20:19:46,,,
6464,Decrease Visual and/or Auditory Distractions,"Reduce the amount of visually or auditorily distracting objects in the classroom and place the student's desk away from doors/windows to create a work area with reduced noise and activity.  If necessary, provide a study carrel or other alternative work space for the student to use when focus is critical.",0,1477,781074649,782065165,2,529071850,1,,,0,3,2007-08-14 18:36:41,2008-09-19 18:50:39,,,
6466,Intensive individual support,Provide intensive support focused on the needs of individual student.  Pair with community treatment and collaboration.,0,1477,781074649,601648301,1,529071850,1,,,0,4,2007-08-14 18:36:41,2008-09-09 22:17:58,,,
6498,Modify the Physical Space and Schedule,"Examine the arrangement of the student's physical space, seating arrangements and other aspects of how space is used in the classroom.  Likewise consider the student's daily schedule and the classroom schedule.  Make adjustments to support appropriate behavior.",0,1478,781074649,782065165,2,529071850,1,,,0,1,2008-09-04 20:57:11,2008-09-04 20:58:18,,,
6488,Rhyming,"Student recognizes, completes and produces rhymes. Provide multi-sensory cues (kinesthetic, oral, visual, auditory) for additional support. Keep practice sessions short, approximately 5-10 minutes.",0,1479,781074649,782065165,3,529071850,1,,,0,1,2008-02-23 23:48:51,2008-06-26 04:37:05,,,
6489,Syllables,"Students blends, segments and deletes syllables. Once student understands concept of word, gradually introduce  smaller units of sound, (syllables, onset-rime, phoneme). Provide multi-sensory cues (kinesthetic, oral, visual, auditory) for additional support. Keep practice sessions short, approximately 5-10 minutes.",0,1479,781074649,782065165,2,529071850,1,,,0,2,2008-02-23 23:48:51,2008-06-26 04:37:05,,,
6467,Shorten or divide work into smaller units,Reduce printed work into smaller units or reduce expectations for the amount of reading/writing expected when observation indicates that students are having difficulty locating objects in a room or are easily overwhelmed by reading or writing tasks.,0,1480,781074649,782065165,2,529071850,1,,,0,1,2007-08-14 18:36:45,2008-06-26 04:37:05,,,
6468,Maintain matching color folders and notebooks for each subject,Match the color of folders and notebooks for each subject when observation indicates that students are having difficulty organizing classroom materials.,0,1480,781074649,782065165,2,529071850,1,,,0,2,2007-08-14 18:36:45,2008-06-26 04:37:05,,,
6486,High frequency word sorts,"Student engages in word sorts using a few (2-5) targeted words including some review words, 10-15 minutes per day. Integrate targeted words into continuous text as soon as possible.",0,1481,781074649,782065165,1,529071850,1,,,0,1,2008-02-23 23:48:51,2008-06-26 04:37:05,,,
6487,Additional practice,"Student practices targeted word sorts at home, reads text at independent level, and/or reads along with books on tape.",0,1481,781074649,782065165,2,529071850,1,,,0,2,2008-02-23 23:48:51,2008-06-26 04:37:05,,,
6482,Letter sounds,"Student practices saying letter sound and pointing to letters on the alphabet chart. Be explicit with child about the task. ""Let's say the letter sounds."" Integrate targeted letter sounds into continuous text as soon as possible.",0,1482,781074649,782065165,3,529071850,1,,,0,1,2008-02-23 23:48:50,2008-06-26 04:37:06,,,
6483,Visual letter discrimination,"Student sorts an array of known magnetic letters. Sort letters in various ways, for example letters that are the same, different, capital, lower case, tall letters, alike in some way, etc.",0,1482,781074649,782065165,2,680074761,4,,,0,2,2008-02-23 23:48:50,2008-06-26 04:37:06,,,
6492,Cut up sentence,Student engages in a cut-up-sentence task related to their reading or writing. Integrate targeted concept into continuous text as soon as possible.,0,1483,781074649,782065165,2,529071850,1,,,0,1,2008-02-23 23:48:52,2008-06-26 04:37:06,,,
6493,Shared reading,"Student uses highlighter tape to identify specific concepts (e.g. spaces between words, capital letters, words, punctuation) within a familiar shared reading text. Student practices independently using copy of shared reading text. Integrate targeted concept(s) into continuous text as soon as possible.",0,1483,781074649,782065165,2,529071850,1,,,0,2,2008-02-23 23:48:52,2008-06-26 04:37:06,,,
6484,Compare fluent and disfluent reading,Student listens to teacher model fluent and disfluent reading (using the student's independent level text) to recognize the difference. Student practices reading text to match teacher's fluent model. ,0,1484,781074649,782065165,3,680074761,3,,,0,1,2008-02-23 23:48:50,2008-06-26 04:37:06,,,
6485,Track print with eyes ,"Student practices tracking print with eyes only. As soon as the student controls one-to-one correspondence (text levels 3-4), encourage the student to take away their finger when rereading familiar and independent level text. ",0,1484,781074649,782065165,2,529071850,1,,,0,2,2008-02-23 23:48:50,2008-06-26 04:37:06,,,
6480,Strategy prompts,"Student attends to and applies neglected reading strategy.  Building on strengths, teach the student to use a neglected strategy (monitoring, cross-checking, searching, self-correcting) by using verbal prompts. Apply targeted reading strategy to continuous text as soon as possible.",0,1485,781074649,782065165,4,680074761,4,,,0,1,2008-02-23 23:48:50,2008-06-26 04:37:06,,,
6481,Visual reference,"Student uses a visual reminder to reference fix-up strategies. It may be a large poster on the wall, an individual bookmark, or I-sheet. Integrate using fix-up strategies within authentic reading of continuous text as soon as possible.",0,1485,781074649,782065165,4,529071850,1,,,0,2,2008-02-23 23:48:50,2008-06-26 04:37:06,,,
6490,Text discussion/conversation,"Select a comprehension strategy for intervention focus (Making Connections, Questioning, Inferring, Visualizing, Determining Importance, Synthesizing, Using Fix-Up Strategies).
Student has ample opportunities to turn and talk about the text before, during and after reading with an authentic conversation.",0,1486,781074649,782065165,3,529071850,1,,,0,1,2008-02-23 23:48:52,2008-06-26 04:37:06,,,
6491,Track Thinking,"Select a comprehension strategy for intervention focus (Making Connections, Questioning, Inferring, Visualizing, Determining Importance, Synthesizing, Using Fix-Up Strategies).
Student locates evidence in the text to support thinking. Explicitly model and guide students to track thinking using sticky notes, graphic organizers, think sheets, coding text, note-taking, highlighting, response journals. Integrate tracking thinking using continuous text as soon as possible.",0,1486,781074649,782065165,4,680074761,3,,,0,2,2008-02-23 23:48:52,2008-06-26 04:37:06,,,
6478,Oral language development,Student engages in intentional oral language activities with adults and more capable peers in all learning environments.  Provide experiences in 1:1 or small group settings.,0,1487,781074649,782065165,4,529071850,1,,,0,1,2008-02-23 23:48:49,2008-06-26 04:37:06,,,
6479,Targeted vocabulary,"Student learns 1-3 new vocabulary words through reading, writing or hands-on experience.  Contextualize the word within the text.  Have student say the word and see the word written. Provide a student-friendly explanation of the word.  Present examples of the word used in contexts different from the text.  Student engages in activities to interact with targeted vocabulary over time, in different contexts, and across content areas. Integrate targeted vocabulary into continuous text as soon as possible.",0,1487,781074649,782065165,1,529071850,1,,,0,2,2008-02-23 23:48:49,2008-06-26 04:37:06,,,
6494,Writing topics ,Student works with teacher to create an ongoing individual list of ideas for writing. Student shares individual list in small group or with a partner to generate additional ideas. Apply to authentic topic selection in writing.,0,1496,781074649,782065165,1,680074761,3,,,0,1,2008-02-23 23:48:52,2008-06-26 04:37:07,,,
6495,Talk through story,"Student orally composes writing and talks through writing with a partner. With a blank book in hand, student orally tells the story as if it were already written on the paper.  Student slides finger across the pages, left to right and top to bottom, as if reading a text.",0,1496,781074649,782065165,2,529071850,1,,,0,2,2008-02-23 23:48:52,2008-10-16 17:49:01,,,
6496,Co-plan and write,Student co-plans writing with another more capable peer. Both students plan and write the story. Both stories may be the same or develop in different directions.  ,0,1496,781074649,782065165,2,529071850,1,,,0,3,2008-02-23 23:48:52,2008-10-16 17:48:50,,,
6497,Reread Writing,"Student attends to a key question while rereading  own writing such as, ""Am I saying what I want to say?, Is my meaning clear?, Do I like how this sounds?"" Teach student to reread writing before continuing to write. ",0,1496,781074649,782065165,2,529071850,1,,,0,4,2008-02-23 23:48:52,2008-10-16 18:16:09,,,
6469,Forward Counting,"Forward counting is described as counting rotely by ones from any number within the indicated range in isolation and within a context.   The child does not have to use one-to-one correspondence in order to be considered proficient. Accurate forward counting allows the child to negotiate the number system flexibly and may precede counting on.  
Activities that support the development of forward counting include: Rote Counting on Number Tracks, Counting Collections, Forward Counting Songs and Rhymes, and Forward Counting with the Bead String. For directions and more ideas like these, see on pgs. 174-177 of Chapter Ten in Learning Mathematics in the Primary Grades. For information regarding matching the number range used to the child's need, see the Developmental Guidelines in Chapter Ten of Learning Mathematics in the Primary Grades.  Use a variety of activities over time, with gradual adjustments to the number sizes as the child progresses.

",0,1488,781074649,782065165,8,680074761,4,,,0,1,2007-08-14 18:36:47,2008-09-29 17:40:12,,,
6470,Number Identification,"Number Identification is described as verbally labeling the indicated number. This should occur in isolation and in a context. Accurate number identification allows the child to independently compute flexibly and accurately. Activities that support the development of number identification include Number Turn Over Game, Number Building, and Number Card Match.  For directions and more ideas like these, see p. 179-182 of Chapter Ten in Learning Mathematics in the Primary Grades. For ideas regarding matching the number range to the needs of the child, see the Developmental Guidelines.  Use a variety of activities over time, with gradual adjustments to the number size as the child progresses.",0,1488,781074649,782065165,8,680074761,4,,,0,2,2007-08-14 18:36:47,2008-09-29 17:51:10,,,
6471,Sequencing or Ordering Numbers,"Sequencing or ordering numbers is described as aligning a group of numbers from least to greatest and then labeling each number in isolation and in context. Accurately sequencing or ordering numbers allows the child to negotiate the number system flexibly and reveals the child's understanding of magnitude of number. Activities that support the development of number sequencing or ordering include Ten in a Row Card Game and Repair the Number Line. For directions and more ideas like these, see pgs. 182-183 of Chapter Ten in Learning Mathematics in the Primary Grades. For ideas regarding matching the number range to the needs of the child, see the Developmental Guidelines. Use a variety of activities over time, with gradual adjustments to the number size as the child progresses.",0,1488,781074649,782065165,8,680074761,4,,,0,3,2007-08-14 18:36:47,2008-09-29 17:54:53,,,
6499,Naming the Number After,"Naming the number after is described as automatically naming the whole number that follows the indicated number without needing to count from a preceding number. This can occur in isolation and within a context. Accurately naming the number after allows the child to negotiate the number system flexibly and generally precedes counting on in that number range. Activities that support the development of naming the number after include Number Track After, Sliding Forward, and Sliding Card After. For directions and more activities like these, see pgs. 174-177 of Chapter Ten in Learning Mathematics in the Primary Grades. For suggestions regarding matching the number range to the child's need, see Developmental Guidelines in Chapter Ten of Learning Mathematics in the Primary Grades. Use a variety of activities over time with gradual adjustments to the number sizes as the child progresses.",0,1488,781074649,782065165,8,680074761,4,,,0,4,2008-09-18 14:10:24,2008-09-29 17:42:31,,,
6500,Backward Counting,"Backward counting is described as rotely counting backwards by ones from any number within the indicated range. This can occur in isolation and within a context.  The ability to accurately count backward allows the child to negotiate the number system flexibly including estimating the results of subtraction and division.  Activities that support the development of backward counting include Counting Backward on the Number Track and Backward Counting Songs and Rhymes.  See pages 247-253 in Learning Mathematics in the Primary Grades for examples of counting songs and rhymes.  For directions and more ideas like these, see pgs.177-178 of Chapter Ten in Learning Mathematics in the Primary Grades. For information regarding matching the number range used to the child's need, see the Developmental Guidelines in Chapter Ten of Learning Mathematics in the Primary Grades. Use a variety of activities over time, with gradual adjustments to number sizes as the child progresses.",0,1488,781074649,782065165,8,680074761,4,,,0,5,2008-09-18 14:22:09,2008-09-29 17:45:06,,,
6501,Identifying the Number Before,"Identifying the number before is defined as automatically naming the whole number that precedes the indicated number without needing to count from any number. This should occur both in isolation and within a context. Accurately identifying the number before allows the child to negotiate the number system flexibly including estimating the results of subtraction and division. Activities that support the development of identifying the number before include Number Track Before, Sliding Backward, and Sliding Card Before. For directions and more activities like these, see pgs. 177-178 of Chapter Ten in Learning Mathematics in the Primary Grades. For ideas regarding matching the number range to the needs of the child, see the Developmental Guidelines.  Use a variety of activities over time, with gradual adjustments to the number size as the child progresses.",0,1488,781074649,782065165,8,680074761,4,,,0,6,2008-09-18 14:33:43,2008-09-29 17:48:21,,,
6473,Use Vocabulary that Has Greater Meaning for the Student,"Solving math problems in a relevant context allows the child to learn about computation in a naturally occurring and developmentally appropriate manner. If the student is using strategies that are not at grade level expectations, adjust the number choice to work within the student's mental computation level.  Continue to adjust numbers to build the student's knowledge. For more ideas like this, see  Chapter Ten in Learning Mathematics in the Primary Grades and Learning Mathematics in the Intermediate Grades. For ideas about numbers to use and strategies to expect, see the Developmental Guidelines.",0,1489,781074649,782065165,8,680074761,4,,,0,1,2007-08-14 18:36:47,2008-09-29 19:15:37,,,
6474,Pre-teach Vocabulary,"Solving math problems in a relevant context allows the child to learn about computation in a naturally occurring and developmentally appropriate manner. If the student's vocabulary seems to be at issue, pre-teach the vocabulary using real objects. For more ideas like this, see  Chapter Ten in Learning Mathematics in the Primary Grades and Learning Mathematics in the Intermediate Grades. For ideas about numbers to use and strategies to expect see the Developmental Guidelines. ",0,1489,781074649,782065165,8,680074761,4,,,0,2,2007-08-14 18:36:47,2008-09-29 19:13:15,,,
6475,Make the Verb Active ,"Solving math problems in a relevant context allows the child to learn about computation in a naturally occurring and developmentally appropriate manner. If the language concept used seems to be at issue, change the verb to make the action more obvious, making it more likely that the student can visualize the problem. For more ideas like this, see  Chapter Ten in Learning Mathematics in the Primary Grades and Learning Mathematics in the Intermediate Grades. For ideas about numbers to use and strategies to expect see the Developmental Guidelines.  ",0,1489,781074649,782065165,8,680074761,4,,,0,3,2007-08-14 18:36:47,2008-09-29 19:11:48,,,
6476,Teach Counting On Strategies,"Solving math problems in a relevant context allows the child to learn about computation in a naturally occurring and developmentally appropriate manner. If the student ""counts everything"" to solve problems, foster counting on strategies.

For more ideas like this, see  Chapter Ten in Learning Mathematics in the Primary Grades and Ch. 10 in Learning Mathematics in the Intermediate Grades. For ideas about numbers to use and strategies to expect, see the Developmental Guidelines. 
",0,1489,781074649,782065165,8,680074761,4,,,0,4,2007-08-14 18:36:47,2008-09-18 16:17:27,,,
6477,Adjust Number Size to Within Student's Mental Computation Level,"Solving math problems in a relevant context allows the child to learn about computation in a naturally occurring and developmentally appropriate manner. If the student is using strategies that are not at grade level expectations, adjust the number choice to work within the student's mental computation level.  Continue to adjust numbers to build the student's knowledge.

For more ideas like this, see  Chapter Ten in Learning Mathematics in the Primary Grades and Ch. 10 in Learning Mathematics in the Intermediate Grades. For ideas about numbers to use and strategies to expect, see the Developmental Guidelines. 
",0,1489,781074649,782065165,8,680074761,4,,,0,5,2007-08-14 18:36:47,2008-09-18 16:17:37,,,
6472,Place Value,"An understanding of place value includes three overlapping and interconnected ideas: An understanding of the relationship between numbers and groups of tens (46 = 6 ones and 4 tens); an understanding that the position of the digits indicates its value (367, the ""3"" means three hundreds); and the ability to compute multi-digit numbers accurately and efficiently with understanding (having an efficient accurate algorithm could include: tens and ones strategy, compensating strategy, incrementing strategy and standard algorithm). Activities that support the development of place value understanding include: Comparing Number Line Representation, Counting and Compare, and Nickname, Real Name. For directions and more ideas like these, see p. 130 in Learning Mathematics in the Primary Grades, and Ch. 4 and Ch. 7 in Learning Mathematics in the Intermediate Grades. For ideas about appropriate number ranges to use with the child see the Developmental Guidelines.  This intervention is intended to include a variety of activities over time, with gradual adjustments to the number size as the child progresses.",0,1491,781074649,782065165,8,680074761,4,,,0,1,2007-08-14 18:36:47,2008-09-29 19:23:25,,,
